"RelativePath","AssetRoot","Extension","SourceBytes","OfficialBytes","Content"
"Sound\Vo\a\m\CrAtk_AM002.mp3","Sound",".mp3","12330","12330","Identical"
"Sound\Vo\a\m\CrAtk_AM003.mp3","Sound",".mp3","14211","14211","Identical"
"Sound\Vo\a\m\CrAtk_AM004.mp3","Sound",".mp3","11285","11285","Identical"
"Sound\Vo\a\m\CrAtk_AM005.mp3","Sound",".mp3","21734","21734","Identical"
"Sound\Vo\a\m\Fle_AM001.mp3","Sound",".mp3","16092","16092","Identical"
"Sound\Vo\a\m\Fle_AM002.mp3","Sound",".mp3","9823","9823","Identical"
"Sound\Vo\a\m\Fle_AM003.mp3","Sound",".mp3","10867","10867","Identical"
"Sound\Vo\a\m\Fle_AM004.mp3","Sound",".mp3","10867","10867","Identical"
"Sound\Vo\a\m\Fle_AM005.mp3","Sound",".mp3","6897","6897","Identical"
"Sound\Vo\a\m\Flw_AM001.mp3","Sound",".mp3","14629","14629","Identical"
"Sound\Vo\a\m\Flw_AM002.mp3","Sound",".mp3","17764","17764","Identical"
"Sound\Vo\a\m\Flw_AM003.mp3","Sound",".mp3","10658","10658","Identical"
"Sound\Vo\a\m\Hit_AM001.mp3","Sound",".mp3","12121","12121","Identical"
"Sound\Vo\a\m\Hit_AM002.mp3","Sound",".mp3","9196","9196","Identical"
"Sound\Vo\a\m\Hit_AM003.mp3","Sound",".mp3","9405","9405","Identical"
"Sound\Vo\a\m\Hit_AM004.mp3","Sound",".mp3","13375","13375","Identical"
"Sound\Vo\a\m\Hit_AM005.mp3","Sound",".mp3","10867","10867","Identical"
"Sound\Vo\a\m\Hit_AM006.mp3","Sound",".mp3","19854","19854","Identical"
"Sound\Vo\a\m\Hit_AM007.mp3","Sound",".mp3","21525","21525","Identical"
"Sound\Vo\a\m\Hit_AM008.mp3","Sound",".mp3","9614","9614","Identical"
"Sound\Vo\a\m\Hit_AM009.mp3","Sound",".mp3","10032","10032","Identical"
"Sound\Vo\a\m\Hit_AM010.mp3","Sound",".mp3","10449","10449","Identical"
"Sound\Vo\a\m\Hit_AM012.mp3","Sound",".mp3","9823","9823","Identical"
"Sound\Vo\a\m\Hit_AM013.mp3","Sound",".mp3","18391","18391","Identical"
"Sound\Vo\a\m\Hit_AM014.mp3","Sound",".mp3","21107","21107","Identical"
"Sound\Vo\a\m\Hit_AM015.mp3","Sound",".mp3","19436","19436","Identical"
"Sound\Vo\a\m\Hit_AM016.mp3","Sound",".mp3","8360","8360","Identical"
"Sound\Vo\a\m\Hlo_AF139.mp3","Sound",".mp3","15256","15256","Identical"
"Sound\Vo\a\m\Hlo_AM000a.mp3","Sound",".mp3","22988","22988","Identical"
"Sound\Vo\a\m\Hlo_AM000b.mp3","Sound",".mp3","6479","6479","Identical"
"Sound\Vo\a\m\Hlo_AM000c.mp3","Sound",".mp3","9405","9405","Identical"
"Sound\Vo\a\m\Hlo_AM000d.mp3","Sound",".mp3","7733","7733","Identical"
"Sound\Vo\a\m\Hlo_AM000e.mp3","Sound",".mp3","8360","8360","Identical"
"Sound\Vo\a\m\Hlo_AM001.mp3","Sound",".mp3","13166","13166","Identical"
"Sound\Vo\a\m\Hlo_AM002.mp3","Sound",".mp3","21943","21943","Identical"
"Sound\Vo\a\m\Hlo_AM003.mp3","Sound",".mp3","18809","18809","Identical"
"Sound\Vo\a\m\Hlo_AM004.mp3","Sound",".mp3","18809","18809","Identical"
"Sound\Vo\a\m\Hlo_AM005.mp3","Sound",".mp3","20272","20272","Identical"
"Sound\Vo\a\m\Hlo_AM006.mp3","Sound",".mp3","20480","20480","Identical"
"Sound\Vo\a\m\Hlo_AM007.mp3","Sound",".mp3","19436","19436","Identical"
"Sound\Vo\a\m\Hlo_AM008.mp3","Sound",".mp3","19018","19018","Identical"
"Sound\Vo\a\m\Hlo_AM009.mp3","Sound",".mp3","20063","20063","Identical"
"Sound\Vo\a\m\Hlo_AM010.mp3","Sound",".mp3","19854","19854","Identical"
"Sound\Vo\a\m\Hlo_AM011.mp3","Sound",".mp3","41796","41796","Identical"
"Sound\Vo\a\m\Hlo_AM012.mp3","Sound",".mp3","17555","17555","Identical"
"Sound\Vo\a\m\Hlo_AM013.mp3","Sound",".mp3","27168","27168","Identical"
"Sound\Vo\a\m\Hlo_AM014.mp3","Sound",".mp3","19645","19645","Identical"
"Sound\Vo\a\m\Hlo_AM015.mp3","Sound",".mp3","23824","23824","Identical"
"Sound\Vo\a\m\Hlo_AM016.mp3","Sound",".mp3","18182","18182","Identical"
"Sound\Vo\a\m\Hlo_AM017.mp3","Sound",".mp3","28840","28840","Identical"
"Sound\Vo\a\m\Hlo_AM018.mp3","Sound",".mp3","14211","14211","Identical"
"Sound\Vo\a\m\Hlo_AM019.mp3","Sound",".mp3","31347","31347","Identical"
"Sound\Vo\a\m\Hlo_AM020.mp3","Sound",".mp3","33228","33228","Identical"
"Sound\Vo\a\m\Hlo_AM021.mp3","Sound",".mp3","6688","6688","Identical"
"Sound\Vo\a\m\Hlo_AM022.mp3","Sound",".mp3","11285","11285","Identical"
"Sound\Vo\a\m\Hlo_AM023.mp3","Sound",".mp3","24451","24451","Identical"
"Sound\Vo\a\m\Hlo_AM024.mp3","Sound",".mp3","17555","17555","Identical"
"Sound\Vo\a\m\Hlo_AM025.mp3","Sound",".mp3","15465","15465","Identical"
"Sound\Vo\a\m\Hlo_AM026.mp3","Sound",".mp3","14211","14211","Identical"
"Sound\Vo\a\m\Hlo_AM027.mp3","Sound",".mp3","18600","18600","Identical"
"Sound\Vo\a\m\Hlo_AM028.mp3","Sound",".mp3","10658","10658","Identical"
"Sound\Vo\a\m\Hlo_AM029.mp3","Sound",".mp3","14629","14629","Identical"
"Sound\Vo\a\m\Hlo_AM030.mp3","Sound",".mp3","23615","23615","Identical"
"Sound\Vo\a\m\Hlo_AM031.mp3","Sound",".mp3","24033","24033","Identical"
"Sound\Vo\a\m\Hlo_AM032.mp3","Sound",".mp3","22779","22779","Identical"
"Sound\Vo\a\m\Hlo_AM033.mp3","Sound",".mp3","20898","20898","Identical"
"Sound\Vo\a\m\Hlo_AM034.mp3","Sound",".mp3","24242","24242","Identical"
"Sound\Vo\a\m\Hlo_AM035.mp3","Sound",".mp3","26750","26750","Identical"
"Sound\Vo\a\m\Hlo_AM036.mp3","Sound",".mp3","23197","23197","Identical"
"Sound\Vo\a\m\Hlo_AM037.mp3","Sound",".mp3","23824","23824","Identical"
"Sound\Vo\a\m\Hlo_AM038.mp3","Sound",".mp3","24033","24033","Identical"
"Sound\Vo\a\m\Hlo_AM039.mp3","Sound",".mp3","20480","20480","Identical"
"Sound\Vo\a\m\Hlo_AM040.mp3","Sound",".mp3","20272","20272","Identical"
"Sound\Vo\a\m\Hlo_AM041.mp3","Sound",".mp3","8151","8151","Identical"
"Sound\Vo\a\m\Hlo_AM042.mp3","Sound",".mp3","26750","26750","Identical"
"Sound\Vo\a\m\Hlo_AM043.mp3","Sound",".mp3","24242","24242","Identical"
"Sound\Vo\a\m\Hlo_AM044.mp3","Sound",".mp3","47230","47230","Identical"
"Sound\Vo\a\m\Hlo_AM045.mp3","Sound",".mp3","31138","31138","Identical"
"Sound\Vo\a\m\Hlo_AM046.mp3","Sound",".mp3","23406","23406","Identical"
"Sound\Vo\a\m\Hlo_AM047.mp3","Sound",".mp3","13166","13166","Identical"
"Sound\Vo\a\m\Hlo_AM048.mp3","Sound",".mp3","28422","28422","Identical"
"Sound\Vo\a\m\Hlo_AM049.mp3","Sound",".mp3","16092","16092","Identical"
"Sound\Vo\a\m\Hlo_AM050.mp3","Sound",".mp3","19854","19854","Identical"
"Sound\Vo\a\m\Hlo_AM051.mp3","Sound",".mp3","29049","29049","Identical"
"Sound\Vo\a\m\Hlo_AM052.mp3","Sound",".mp3","18600","18600","Identical"
"Sound\Vo\a\m\Hlo_AM053.mp3","Sound",".mp3","21316","21316","Identical"
"Sound\Vo\a\m\Hlo_AM054.mp3","Sound",".mp3","29885","29885","Identical"
"Sound\Vo\a\m\Hlo_AM055.mp3","Sound",".mp3","15256","15256","Identical"
"Sound\Vo\a\m\Hlo_AM056.mp3","Sound",".mp3","32183","32183","Identical"
"Sound\Vo\a\m\Hlo_AM057.mp3","Sound",".mp3","13584","13584","Identical"
"Sound\Vo\a\m\Hlo_AM058.mp3","Sound",".mp3","32601","32601","Identical"
"Sound\Vo\a\m\Hlo_AM059.mp3","Sound",".mp3","22152","22152","Identical"
"Sound\Vo\a\m\Hlo_AM060.mp3","Sound",".mp3","13584","13584","Identical"
"Sound\Vo\a\m\Hlo_AM061.mp3","Sound",".mp3","11076","11076","Identical"
"Sound\Vo\a\m\Hlo_AM062.mp3","Sound",".mp3","31765","31765","Identical"
"Sound\Vo\a\m\Hlo_AM063.mp3","Sound",".mp3","32183","32183","Identical"
"Sound\Vo\a\m\Hlo_AM064.mp3","Sound",".mp3","32601","32601","Identical"
"Sound\Vo\a\m\Hlo_AM065.mp3","Sound",".mp3","31556","31556","Identical"
"Sound\Vo\a\m\Hlo_AM066.mp3","Sound",".mp3","32183","32183","Identical"
"Sound\Vo\a\m\Hlo_AM067.mp3","Sound",".mp3","32183","32183","Identical"
"Sound\Vo\a\m\Hlo_AM068.mp3","Sound",".mp3","31765","31765","Identical"
"Sound\Vo\a\m\Hlo_AM069.mp3","Sound",".mp3","30929","30929","Identical"
"Sound\Vo\a\m\Hlo_AM070.mp3","Sound",".mp3","31974","31974","Identical"
"Sound\Vo\a\m\Hlo_AM071.mp3","Sound",".mp3","22570","22570","Identical"
"Sound\Vo\a\m\Hlo_AM072.mp3","Sound",".mp3","19436","19436","Identical"
"Sound\Vo\a\m\Hlo_AM073.mp3","Sound",".mp3","19227","19227","Identical"
"Sound\Vo\a\m\Hlo_AM074.mp3","Sound",".mp3","13584","13584","Identical"
"Sound\Vo\a\m\Hlo_AM075.mp3","Sound",".mp3","28631","28631","Identical"
"Sound\Vo\a\m\Hlo_AM076.mp3","Sound",".mp3","25496","25496","Identical"
"Sound\Vo\a\m\Hlo_AM077.mp3","Sound",".mp3","20898","20898","Identical"
"Sound\Vo\a\m\Hlo_AM078.mp3","Sound",".mp3","34900","34900","Identical"
"Sound\Vo\a\m\Hlo_AM079.mp3","Sound",".mp3","31138","31138","Identical"
"Sound\Vo\a\m\Hlo_AM080.mp3","Sound",".mp3","33855","33855","Identical"
"Sound\Vo\a\m\Hlo_AM081.mp3","Sound",".mp3","15883","15883","Identical"
"Sound\Vo\a\m\Hlo_AM082.mp3","Sound",".mp3","12539","12539","Identical"
"Sound\Vo\a\m\Hlo_AM083.mp3","Sound",".mp3","11494","11494","Identical"
"Sound\Vo\a\m\Hlo_AM084.mp3","Sound",".mp3","28213","28213","Identical"
"Sound\Vo\a\m\Hlo_AM085.mp3","Sound",".mp3","16510","16510","Identical"
"Sound\Vo\a\m\Hlo_AM086.mp3","Sound",".mp3","10658","10658","Identical"
"Sound\Vo\a\m\Hlo_AM087.mp3","Sound",".mp3","25287","25287","Identical"
"Sound\Vo\a\m\Hlo_AM088.mp3","Sound",".mp3","16510","16510","Identical"
"Sound\Vo\a\m\Hlo_AM089.mp3","Sound",".mp3","23197","23197","Identical"
"Sound\Vo\a\m\Hlo_AM090.mp3","Sound",".mp3","17973","17973","Identical"
"Sound\Vo\a\m\Hlo_AM091.mp3","Sound",".mp3","16510","16510","Identical"
"Sound\Vo\a\m\Hlo_AM092.mp3","Sound",".mp3","17973","17973","Identical"
"Sound\Vo\a\m\Hlo_AM093.mp3","Sound",".mp3","24033","24033","Identical"
"Sound\Vo\a\m\Hlo_AM094.mp3","Sound",".mp3","16092","16092","Identical"
"Sound\Vo\a\m\Hlo_AM095.mp3","Sound",".mp3","14838","14838","Identical"
"Sound\Vo\a\m\Hlo_AM096.mp3","Sound",".mp3","16719","16719","Identical"
"Sound\Vo\a\m\Hlo_AM097.mp3","Sound",".mp3","15883","15883","Identical"
"Sound\Vo\a\m\Hlo_AM098.mp3","Sound",".mp3","16928","16928","Identical"
"Sound\Vo\a\m\Hlo_AM099.mp3","Sound",".mp3","14629","14629","Identical"
"Sound\Vo\a\m\Hlo_AM100.mp3","Sound",".mp3","13166","13166","Identical"
"Sound\Vo\a\m\Hlo_AM101.mp3","Sound",".mp3","14211","14211","Identical"
"Sound\Vo\a\m\Hlo_AM102.mp3","Sound",".mp3","14211","14211","Identical"
"Sound\Vo\a\m\Hlo_AM103.mp3","Sound",".mp3","31556","31556","Identical"
"Sound\Vo\a\m\Hlo_AM104.mp3","Sound",".mp3","26541","26541","Identical"
"Sound\Vo\a\m\Hlo_AM105.mp3","Sound",".mp3","29885","29885","Identical"
"Sound\Vo\a\m\Hlo_AM106.mp3","Sound",".mp3","24869","24869","Identical"
"Sound\Vo\a\m\Hlo_AM107.mp3","Sound",".mp3","21734","21734","Identical"
"Sound\Vo\a\m\Hlo_AM108.mp3","Sound",".mp3","17346","17346","Identical"
"Sound\Vo\a\m\Hlo_AM109.mp3","Sound",".mp3","20689","20689","Identical"
"Sound\Vo\a\m\Hlo_AM110.mp3","Sound",".mp3","34482","34482","Identical"
"Sound\Vo\a\m\Hlo_AM111.mp3","Sound",".mp3","27168","27168","Identical"
"Sound\Vo\a\m\Hlo_AM112.mp3","Sound",".mp3","17764","17764","Identical"
"Sound\Vo\a\m\Hlo_AM113.mp3","Sound",".mp3","14838","14838","Identical"
"Sound\Vo\a\m\Hlo_AM114.mp3","Sound",".mp3","19227","19227","Identical"
"Sound\Vo\a\m\Hlo_AM115.mp3","Sound",".mp3","34691","34691","Identical"
"Sound\Vo\a\m\Hlo_AM116.mp3","Sound",".mp3","25705","25705","Identical"
"Sound\Vo\a\m\Hlo_AM117.mp3","Sound",".mp3","27168","27168","Identical"
"Sound\Vo\a\m\Hlo_AM118.mp3","Sound",".mp3","9823","9823","Identical"
"Sound\Vo\a\m\Hlo_AM119.mp3","Sound",".mp3","22988","22988","Identical"
"Sound\Vo\a\m\Hlo_AM120.mp3","Sound",".mp3","23406","23406","Identical"
"Sound\Vo\a\m\Hlo_AM121.mp3","Sound",".mp3","24660","24660","Identical"
"Sound\Vo\a\m\Hlo_AM122.mp3","Sound",".mp3","21107","21107","Identical"
"Sound\Vo\a\m\Hlo_AM123.mp3","Sound",".mp3","22988","22988","Identical"
"Sound\Vo\a\m\Hlo_AM124.mp3","Sound",".mp3","22779","22779","Identical"
"Sound\Vo\a\m\Hlo_AM125.mp3","Sound",".mp3","24660","24660","Identical"
"Sound\Vo\a\m\Hlo_AM126.mp3","Sound",".mp3","20480","20480","Identical"
"Sound\Vo\a\m\Hlo_AM127.mp3","Sound",".mp3","21107","21107","Identical"
"Sound\Vo\a\m\Hlo_AM128.mp3","Sound",".mp3","22988","22988","Identical"
"Sound\Vo\a\m\Hlo_AM129.mp3","Sound",".mp3","22570","22570","Identical"
"Sound\Vo\a\m\Hlo_AM130.mp3","Sound",".mp3","28004","28004","Identical"
"Sound\Vo\a\m\Hlo_AM131.mp3","Sound",".mp3","32183","32183","Identical"
"Sound\Vo\a\m\Hlo_AM132.mp3","Sound",".mp3","34064","34064","Identical"
"Sound\Vo\a\m\Hlo_AM133.mp3","Sound",".mp3","22152","22152","Identical"
"Sound\Vo\a\m\Hlo_AM134.mp3","Sound",".mp3","25078","25078","Identical"
"Sound\Vo\a\m\Hlo_AM135.mp3","Sound",".mp3","13166","13166","Identical"
"Sound\Vo\a\m\Hlo_AM136.mp3","Sound",".mp3","18600","18600","Identical"
"Sound\Vo\a\m\Hlo_AM137.mp3","Sound",".mp3","17973","17973","Identical"
"Sound\Vo\a\m\Hlo_AM138.mp3","Sound",".mp3","24660","24660","Identical"
"Sound\Vo\a\m\Hlo_AM139.mp3","Sound",".mp3","6688","6688","Identical"
"Sound\Vo\a\m\Idl_AM001.mp3","Sound",".mp3","5016","5016","Identical"
"Sound\Vo\a\m\Idl_AM002.mp3","Sound",".mp3","41378","41378","Identical"
"Sound\Vo\a\m\Idl_AM003.mp3","Sound",".mp3","15047","15047","Identical"
"Sound\Vo\a\m\Idl_AM004.mp3","Sound",".mp3","30303","30303","Identical"
"Sound\Vo\a\m\Idl_AM005.mp3","Sound",".mp3","23197","23197","Identical"
"Sound\Vo\a\m\Idl_AM006.mp3","Sound",".mp3","36363","36363","Identical"
"Sound\Vo\a\m\Idl_AM007.mp3","Sound",".mp3","13793","13793","Identical"
"Sound\Vo\a\m\Idl_AM008.mp3","Sound",".mp3","38871","38871","Identical"
"Sound\Vo\a\m\int_OP001.mp3","Sound",".mp3","10240","10240","Identical"
"Sound\Vo\a\m\int_OP002.mp3","Sound",".mp3","9614","9614","Identical"
"Sound\Vo\a\m\int_OP003.mp3","Sound",".mp3","11912","11912","Identical"
"Sound\Vo\a\m\int_OP004.mp3","Sound",".mp3","11076","11076","Identical"
"Sound\Vo\a\m\int_OP005.mp3","Sound",".mp3","11912","11912","Identical"
"Sound\Vo\a\m\int_OP006.mp3","Sound",".mp3","12330","12330","Identical"
"Sound\Vo\a\m\int_OP008.mp3","Sound",".mp3","11076","11076","Identical"
"Sound\Vo\a\m\int_OP009.mp3","Sound",".mp3","11076","11076","Identical"
"Sound\Vo\a\m\Intro1aJon.mp3","Sound",".mp3","178887","178887","Identical"
"Sound\Vo\a\m\Srv_AM001.mp3","Sound",".mp3","24869","24869","Identical"
"Sound\Vo\a\m\Srv_AM002.mp3","Sound",".mp3","21943","21943","Identical"
"Sound\Vo\a\m\Srv_AM003.mp3","Sound",".mp3","12957","12957","Identical"
"Sound\Vo\a\m\Srv_AM004.mp3","Sound",".mp3","29258","29258","Identical"
"Sound\Vo\a\m\Srv_AM005.mp3","Sound",".mp3","24869","24869","Identical"
"Sound\Vo\a\m\Srv_AM006.mp3","Sound",".mp3","9196","9196","Identical"
"Sound\Vo\a\m\Srv_AM007.mp3","Sound",".mp3","25078","25078","Identical"
"Sound\Vo\a\m\Srv_AM008.mp3","Sound",".mp3","27795","27795","Identical"
"Sound\Vo\a\m\Srv_AM009.mp3","Sound",".mp3","19645","19645","Identical"
"Sound\Vo\a\m\Srv_AM010.mp3","Sound",".mp3","35945","35945","Identical"
"Sound\Vo\a\m\Srv_AM011.mp3","Sound",".mp3","22152","22152","Identical"
"Sound\Vo\a\m\Srv_AM012.mp3","Sound",".mp3","18182","18182","Identical"
"Sound\Vo\a\m\Thf_AM001.mp3","Sound",".mp3","14629","14629","Identical"
"Sound\Vo\a\m\Thf_AM002.mp3","Sound",".mp3","9196","9196","Identical"
"Sound\Vo\a\m\Thf_AM003.mp3","Sound",".mp3","18182","18182","Identical"
"Sound\Vo\a\m\Thf_AM004.mp3","Sound",".mp3","11285","11285","Identical"
"Sound\Vo\a\m\Thf_AM005.mp3","Sound",".mp3","15674","15674","Identical"
"Sound\Vo\b\f\Atk_BF001.mp3","Sound",".mp3","6061","6061","Identical"
"Sound\Vo\b\f\Atk_BF002.mp3","Sound",".mp3","2717","2717","Identical"
"Sound\Vo\b\f\Atk_BF003.mp3","Sound",".mp3","9196","9196","Identical"
"Sound\Vo\b\f\Atk_BF004.mp3","Sound",".mp3","10240","10240","Identical"
"Sound\Vo\b\f\Atk_BF005.mp3","Sound",".mp3","13793","13793","Identical"
"Sound\Vo\b\f\Atk_BF006.mp3","Sound",".mp3","8987","8987","Identical"
"Sound\Vo\b\f\Atk_BF007.mp3","Sound",".mp3","8778","8778","Identical"
"Sound\Vo\b\f\Atk_BF008.mp3","Sound",".mp3","15674","15674","Identical"
"Sound\Vo\b\f\Atk_BF009.mp3","Sound",".mp3","15883","15883","Identical"
"Sound\Vo\b\f\Atk_BF010.mp3","Sound",".mp3","9823","9823","Identical"
"Sound\Vo\b\f\Atk_BF012.mp3","Sound",".mp3","12957","12957","Identical"
"Sound\Vo\b\f\Atk_BF013.mp3","Sound",".mp3","12539","12539","Identical"
"Sound\Vo\b\f\Atk_BF014.mp3","Sound",".mp3","5434","5434","Identical"
"Sound\Vo\b\f\Atk_BF015.mp3","Sound",".mp3","10867","10867","Identical"
"Sound\Vo\b\f\CrAtk_BF001.mp3","Sound",".mp3","3553","3553","Identical"
"Sound\Vo\b\f\CrAtk_BF002.mp3","Sound",".mp3","3344","3344","Identical"
"Sound\Vo\b\f\CrAtk_BF003.mp3","Sound",".mp3","2926","2926","Identical"
"Sound\Vo\b\f\CrAtk_BF004.mp3","Sound",".mp3","4180","4180","Identical"
"Sound\Vo\b\f\CrAtk_BF005.mp3","Sound",".mp3","6270","6270","Identical"
"Sound\Vo\b\f\Fle_BF001.mp3","Sound",".mp3","7315","7315","Identical"
"Sound\Vo\b\f\Fle_BF002.mp3","Sound",".mp3","4389","4389","Identical"
"Sound\Vo\b\f\Fle_BF003.mp3","Sound",".mp3","13793","13793","Identical"
"Sound\Vo\b\f\Fle_BF004.mp3","Sound",".mp3","22570","22570","Identical"
"Sound\Vo\b\f\Fle_BF005.mp3","Sound",".mp3","6270","6270","Identical"
"Sound\Vo\b\f\Flw_BF001.mp3","Sound",".mp3","12539","12539","Identical"
"Sound\Vo\b\f\Flw_BF002.mp3","Sound",".mp3","9823","9823","Identical"
"Sound\Vo\b\f\Flw_BF003.mp3","Sound",".mp3","4598","4598","Identical"
"Sound\Vo\b\f\Flw_BF004.mp3","Sound",".mp3","12121","12121","Identical"
"Sound\Vo\b\f\Flw_BF005.mp3","Sound",".mp3","10032","10032","Identical"
"Sound\Vo\b\f\Flw_BF006.mp3","Sound",".mp3","28213","28213","Identical"
"Sound\Vo\b\f\Hit_BF001.mp3","Sound",".mp3","26541","26541","Identical"
"Sound\Vo\b\f\Hit_BF002.mp3","Sound",".mp3","3344","3344","Identical"
"Sound\Vo\b\f\Hit_BF003.mp3","Sound",".mp3","2717","2717","Identical"
"Sound\Vo\b\f\Hit_BF004.mp3","Sound",".mp3","2926","2926","Identical"
"Sound\Vo\b\f\Hit_BF005.mp3","Sound",".mp3","2508","2508","Identical"
"Sound\Vo\b\f\Hit_BF006.mp3","Sound",".mp3","2717","2717","Identical"
"Sound\Vo\b\f\Hit_BF007.mp3","Sound",".mp3","2090","2090","Identical"
"Sound\Vo\b\f\Hit_BF008.mp3","Sound",".mp3","2090","2090","Identical"
"Sound\Vo\b\f\Hit_BF009.mp3","Sound",".mp3","3135","3135","Identical"
"Sound\Vo\b\f\Hit_BF010.mp3","Sound",".mp3","2508","2508","Identical"
"Sound\Vo\b\f\Hit_BF011.mp3","Sound",".mp3","2299","2299","Identical"
"Sound\Vo\b\f\Hit_BF012.mp3","Sound",".mp3","2926","2926","Identical"
"Sound\Vo\b\f\Hit_BF013.mp3","Sound",".mp3","2090","2090","Identical"
"Sound\Vo\b\f\Hit_BF014.mp3","Sound",".mp3","2508","2508","Identical"
"Sound\Vo\b\f\Hit_BF015.mp3","Sound",".mp3","3762","3762","Identical"
"Sound\Vo\b\f\Hlo_BF000a.mp3","Sound",".mp3","6479","6479","Identical"
"Sound\Vo\b\f\Hlo_BF000b.mp3","Sound",".mp3","3553","3553","Identical"
"Sound\Vo\b\f\Hlo_BF000c.mp3","Sound",".mp3","4598","4598","Identical"
"Sound\Vo\b\f\Hlo_BF000d.mp3","Sound",".mp3","18600","18600","Identical"
"Sound\Vo\b\f\Hlo_BF000e.mp3","Sound",".mp3","8778","8778","Identical"
"Sound\Vo\b\f\Hlo_BF001.mp3","Sound",".mp3","20898","20898","Identical"
"Sound\Vo\b\f\Hlo_BF002.mp3","Sound",".mp3","10867","10867","Identical"
"Sound\Vo\b\f\Hlo_BF003.mp3","Sound",".mp3","9196","9196","Identical"
"Sound\Vo\b\f\Hlo_BF004.mp3","Sound",".mp3","9405","9405","Identical"
"Sound\Vo\b\f\Hlo_BF005.mp3","Sound",".mp3","11076","11076","Identical"
"Sound\Vo\b\f\Hlo_BF006.mp3","Sound",".mp3","10867","10867","Identical"
"Sound\Vo\b\f\Hlo_BF007.mp3","Sound",".mp3","10658","10658","Identical"
"Sound\Vo\b\f\Hlo_BF008.mp3","Sound",".mp3","30093","30093","Identical"
"Sound\Vo\b\f\Hlo_BF009.mp3","Sound",".mp3","11285","11285","Identical"
"Sound\Vo\b\f\Hlo_BF010.mp3","Sound",".mp3","9195","9195","Identical"
"Sound\Vo\b\f\Hlo_BF011.mp3","Sound",".mp3","29885","29885","Identical"
"Sound\Vo\b\f\Hlo_BF012.mp3","Sound",".mp3","19854","19854","Identical"
"Sound\Vo\b\f\Hlo_BF013.mp3","Sound",".mp3","24660","24660","Identical"
"Sound\Vo\b\f\Hlo_BF014.mp3","Sound",".mp3","14838","14838","Identical"
"Sound\Vo\b\f\Hlo_BF015.mp3","Sound",".mp3","34482","34482","Identical"
"Sound\Vo\b\f\Hlo_BF016.mp3","Sound",".mp3","22988","22988","Identical"
"Sound\Vo\b\f\Hlo_BF017.mp3","Sound",".mp3","20898","20898","Identical"
"Sound\Vo\b\f\Hlo_BF018.mp3","Sound",".mp3","16510","16510","Identical"
"Sound\Vo\b\f\Hlo_BF019.mp3","Sound",".mp3","24451","24451","Identical"
"Sound\Vo\b\f\Hlo_BF020.mp3","Sound",".mp3","21107","21107","Identical"
"Sound\Vo\b\f\Hlo_BF021.mp3","Sound",".mp3","12957","12957","Identical"
"Sound\Vo\b\f\Hlo_BF022.mp3","Sound",".mp3","16510","16510","Identical"
"Sound\Vo\b\f\Hlo_BF023.mp3","Sound",".mp3","10032","10032","Identical"
"Sound\Vo\b\f\Hlo_BF024.mp3","Sound",".mp3","16719","16719","Identical"
"Sound\Vo\b\f\Hlo_BF025.mp3","Sound",".mp3","15047","15047","Identical"
"Sound\Vo\b\f\Hlo_BF026.mp3","Sound",".mp3","13584","13584","Identical"
"Sound\Vo\b\f\Hlo_BF027.mp3","Sound",".mp3","9196","9196","Identical"
"Sound\Vo\b\f\Hlo_BF028.mp3","Sound",".mp3","24451","24451","Identical"
"Sound\Vo\b\f\Hlo_BF029.mp3","Sound",".mp3","20689","20689","Identical"
"Sound\Vo\b\f\Hlo_BF030.mp3","Sound",".mp3","21107","21107","Identical"
"Sound\Vo\b\f\Hlo_BF031.mp3","Sound",".mp3","10032","10032","Identical"
"Sound\Vo\b\f\Hlo_BF032.mp3","Sound",".mp3","8569","8569","Identical"
"Sound\Vo\b\f\Hlo_BF033.mp3","Sound",".mp3","8151","8151","Identical"
"Sound\Vo\b\f\Hlo_BF034.mp3","Sound",".mp3","10240","10240","Identical"
"Sound\Vo\b\f\Hlo_BF035.mp3","Sound",".mp3","10658","10658","Identical"
"Sound\Vo\b\f\Hlo_BF036.mp3","Sound",".mp3","9823","9823","Identical"
"Sound\Vo\b\f\Hlo_BF037.mp3","Sound",".mp3","9823","9823","Identical"
"Sound\Vo\b\f\Hlo_BF038.mp3","Sound",".mp3","10867","10867","Identical"
"Sound\Vo\b\f\Hlo_BF039.mp3","Sound",".mp3","10240","10240","Identical"
"Sound\Vo\b\f\Hlo_BF040.mp3","Sound",".mp3","11494","11494","Identical"
"Sound\Vo\b\f\Hlo_BF041.mp3","Sound",".mp3","5434","5434","Identical"
"Sound\Vo\b\f\Hlo_BF042.mp3","Sound",".mp3","3971","3971","Identical"
"Sound\Vo\b\f\Hlo_BF043.mp3","Sound",".mp3","21525","21525","Identical"
"Sound\Vo\b\f\Hlo_BF044.mp3","Sound",".mp3","29885","29885","Identical"
"Sound\Vo\b\f\Hlo_BF045.mp3","Sound",".mp3","32183","32183","Identical"
"Sound\Vo\b\f\Hlo_BF046.mp3","Sound",".mp3","14420","14420","Identical"
"Sound\Vo\b\f\Hlo_BF047.mp3","Sound",".mp3","15465","15465","Identical"
"Sound\Vo\b\f\Hlo_BF048.mp3","Sound",".mp3","19227","19227","Identical"
"Sound\Vo\b\f\Hlo_BF049.mp3","Sound",".mp3","20689","20689","Identical"
